4.1667,-0.4549,-1.1863,-0.8036,-0.3398,-0.7577,-1.7277,-1.2027,-1.2601,-1.1136,-0.8054,-1.2372,-1.002,-1.0483
4.375,-0.5121,-1.2459,-0.9184,-0.3955,-0.8747,0.5738,-1.4293,-1.2601,-1.286,-0.3909,-1.2938,-1.1131,-1.0483
4.5833,-0.4549,-1.1266,-0.8036,-0.5068,-0.8747,-0.0118,-1.4293,-0.8666,-1.1711,0.3386,-1.4069,-0.9464,-1.0483
4.7917,-0.4549,-1.0669,-0.6889,-0.7295,-0.7577,0.4129,-1.4293,-0.8104,-0.9987,2.3924,-1.2938,-0.9464,-0.9926
5.0,-0.5121,-0.9476,-0.6315,-0.7851,-0.6991,2.2381,-1.316,-0.7542,-0.9987,0.9787,-1.124,-0.9464,-0.8812
5.2083,-0.5694,-0.888,-0.5741,-0.8408,-0.6406,-1.0388,-1.2593,-0.6979,-0.8838,-1.2941,-1.124,-0.8908,-0.8255
5.4167,-0.5694,-0.7687,-0.5741,-0.6738,-0.6406,-0.7981,-1.146,-0.6979,-0.8263,1.7437,-0.8976,-0.8353,-0.7699
5.625,-0.5121,-0.7687,-0.5741,-0.6738,-0.6991,1.0693,-0.9194,-0.6979,-0.8263,0.0297,-0.7844,-0.7241,-0.6585
5.8333,-0.5121,-0.709,-0.6315,-0.5068,-0.6406,1.7549,-0.806,-0.6979,-0.7689,0.8907,-0.7844,-0.6685,-0.6585
6.0417,-0.5694,-0.709,-0.6889,-0.4511,-0.7577,1.0694,-0.7494,-0.7542,-0.7689,1.4956,-0.7278,-0.6685,-0.6585
6.25,-0.6266,-0.709,-0.6315,-0.4511,-0.8162,0.7949,-0.7494,-0.6979,-0.654,-0.7727,-0.6146,-0.613,-0.6585
6.4583,-0.6266,-0.709,-0.6889,-0.3955,-0.8162,-1.3263,-0.6927,-0.5855,-0.654,0.3143,-0.6712,-0.7241,-0.8255
6.6667,-0.4549,-0.709,-0.6889,-0.3955,-0.6991,0.8072,-0.6927,-0.6417,-0.5965,1.4173,-0.7278,-0.8353,-0.7142
6.875,-0.3404,-0.709,-0.6315,-0.3955,-0.5821,-0.2331,-0.6927,-0.6979,-0.539,0.0455,-0.7844,-0.7797,-0.7142
7.0833,-0.3404,-0.709,-0.5168,-0.2285,-0.5236,0.1995,-0.6361,-0.6417,-0.3667,-1.1983,-0.6712,-0.6685,-0.6028
7.2917,-0.2258,-0.5897,-0.3446,-0.1728,-0.348,-0.8312,-0.6361,-0.3044,-0.2518,0.4684,-0.6712,-0.5574,-0.6028
7.5,-0.1686,-0.4107,-0.2873,-0.1171,-0.2309,-1.0972,-0.5794,-0.4169,-0.1368,1.1622,-0.6146,-0.4463,-0.4358
7.7083,-0.1113,-0.1721,-0.1725,-0.0058,-0.1139,1.0397,-0.5227,-0.3606,-0.0794,-2.1231,-0.5014,-0.2796,-0.213
7.9167,-0.0541,-0.2914,-0.0004,0.0499,0.0617,-0.126,-0.4661,-0.2482,0.0355,-0.4034,-0.4449,-0.224,-0.1017
8.125,0.0604,-0.1721,-0.0004,0.1612,0.1787,-1.606,-0.3528,-0.0796,0.1504,-0.8375,-0.3883,-0.1684,-0.046
8.3333,0.1177,-0.1124,-0.0004,0.2725,0.1202,-0.6889,-0.3528,-0.0233,0.093,1.2552,-0.3883,-0.1684,0.0097
8.5417,0.0032,-0.3511,-0.1151,0.1055,0.0032,0.8073,-0.4661,-0.3606,-0.3092,1.661,-0.558,-0.3351,-0.1574
8.75,-0.0541,-0.53,-0.3446,-0.0615,-0.1724,-1.0859,-0.5794,-0.6417,-0.539,-0.3148,-0.7844,-0.5018,-0.4914
8.9583,-0.1113,-0.709,-0.4594,-0.0615,-0.2895,-1.2125,-0.7494,-0.8104,-0.7689,-0.7325,-0.7844,-0.613,-0.3801
9.1667,-0.1686,-0.7687,-0.5741,-0.1728,-0.4065,0.1644,-0.806,-0.9228,-0.654,2.0871,-0.7844,-0.7241,-0.6028
9.375,-0.2831,-0.8283,-0.6315,-0.4511,-0.5236,-1.2674,-0.806,-0.8666,-0.654,1.1502,-0.841,-0.6685,-0.6585
9.5833,-0.1686,-0.8283,-0.5741,-0.2285,-0.465,1.1779,-0.806,-0.8666,-0.654,0.181,-0.7844,-0.7241,-0.6028
9.7917,-0.2258,-0.8283,-0.5168,-0.2285,-0.465,1.0311,-0.976,-0.6417,-0.654,-0.335,-0.9542,-0.7241,-0.6585
10.0,-0.3976,-0.8283,-0.5741,-0.2285,-0.6406,-1.3635,-0.806,-0.6417,-0.654,-1.0846,-0.841,-0.7241,-0.6028
10.2083,-0.2258,-0.7687,-0.5168,-0.0615,-0.465,-0.3792,-0.8627,-0.6417,-0.654,0.3794,-0.841,-0.6685,-0.6028
10.4167,-0.2831,-0.7687,-0.6889,-0.1171,-0.5821,-1.9779,-0.7494,-0.9228,-0.7114,0.6421,-0.7278,-0.7797,-0.6028
10.625,-0.2258,-0.888,-0.6889,-0.1171,-0.6406,2.5983,-0.7494,-0.979,-0.5965,0.7123,-0.7278,-0.7797,-0.6028
10.8333,-0.3404,-0.9476,-0.8036,-0.0058,-0.8162,0.0341,-0.6927,-0.9228,-0.5965,-0.0246,-0.6146,-0.7797,-0.6028
11.0417,-0.4549,-0.7687,-0.9758,0.0499,-0.9332,-1.862,-0.5794,-0.979,-0.5965,0.1795,-0.6146,-0.8353,-0.6028
11.25,-0.2258,-0.7687,-0.861,0.1055,-0.8162,-1.6054,-0.806,-0.979,-0.5965,0.4261,-0.558,-0.8908,-0.6028
11.4583,-0.3404,-0.709,-0.8036,0.1055,-0.9332,1.2429,-0.5794,-0.6417,-0.5965,-0.4277,-0.6146,-0.8908,-0.6028
11.6667,-0.2258,-0.4704,-0.6889,-0.0058,-0.8162,0.5012,-0.5227,-0.5855,-0.539,-0.7352,-0.6146,-0.7241,-0.5471
11.875,-0.1113,-0.2317,-0.402,0.1612,-0.4065,0.2787,-0.4094,-0.3044,-0.3667,1.0127,-0.3883,-0.4463,-0.3801
12.0833,0.175,-0.1721,-0.0004,0.4395,-0.0554,-0.3325,-0.2394,-0.0233,-0.0219,-1.3709,-0.2185,-0.1128,0.0097
12.2917,0.4612,0.0069,0.2865,0.6065,0.2373,-2.025,-0.1261,0.2577,0.2079,1.9594,0.0645,0.2206,0.3438
12.5,0.633,0.3648,0.5734,0.7178,0.5884,-0.5521,0.1572,0.595,0.6101,-0.2758,0.3475,0.6096,0.5665
12.7083,0.8048,0.5438,0.7455,0.8292,0.764,0.7482,0.3838,0.7637,0.725,0.1207,0.5172,0.7207,0.7336
12.9167,0.862,0.6035,0.8603,0.8848,0.8225,-0.2702,0.6105,0.8199,0.7825,1.6087,0.6304,0.8319,0.8449
13.125,0.862,0.5438,0.8603,0.8848,0.8225,0.4997,0.7238,0.8199,0.7825,0.8123,0.6304,0.8319,0.9006
13.3333,0.8048,0.5438,0.8029,0.8848,0.764,-0.5639,0.4405,0.7637,0.725,0.4743,0.4041,0.8319,0.8449
13.5417,0.633,0.3648,0.516,0.8848,0.4714,-1.1,0.4971,0.5388,0.4952,-0.9973,0.2909,0.554,0.7336
13.75,0.5185,0.3052,0.3439,0.7735,0.2958,0.3217,0.2138,0.314,0.3228,-0.7564,0.1211,0.3317,0.5665
13.9583,0.4612,0.2455,0.2291,0.6065,0.2373,0.3235,0.1572,0.2577,0.2079,0.7609,0.0079,0.3873,0.5108
14.1667,0.3467,0.1859,0.1718,0.4952,0.1202,1.806,0.2138,0.1453,0.1504,-0.549,0.1211,0.3873,0.4552
14.375,0.3467,0.2455,0.1718,0.5508,0.1202,-0.354,0.2138,0.1453,0.1504,1.5189,0.2343,0.2761,0.3438
14.5833,0.404,0.2455,0.1144,0.5508,0.0032,0.1302,0.2138,0.1453,0.1504,-0.8234,0.1777,0.2761,0.3438
14.7917,0.3467,0.1859,0.1718,0.4395,0.1202,0.3328,0.1572,0.1453,0.1504,1.2673,0.1777,0.2761,0.2881
15.0,0.404,0.2455,0.2291,0.4395,0.1787,-0.2121,0.1005,0.1453,0.1504,0.5565,0.1211,0.2761,0.2881
15.2083,0.2895,0.1859,0.1718,0.4395,0.1202,1.5445,0.1572,0.1453,0.1504,0.4563,0.0645,0.2206,0.2881
15.4167,0.2895,0.1859,0.1718,0.4952,0.1202,0.1433,0.1572,0.0891,0.093,-0.2397,0.1211,0.2206,0.3438
15.625,0.3467,0.1859,0.1718,0.5508,0.1202,0.2837,0.1572,0.0891,0.093,0.2538,0.1211,0.165,0.3438
15.8333,0.2895,0.0666,0.1718,0.4952,0.1202,-1.8769,0.0439,0.0891,0.093,-1.4119,0.1777,0.165,0.2881
16.0417,0.3467,0.0666,0.1718,0.4952,0.1202,0.1679,-0.0128,0.0891,0.093,-1.0197,0.1777,0.165,0.2881
16.25,0.2895,0.0666,0.1144,0.4952,0.1202,-0.5307,-0.0128,0.0891,0.093,0.5539,0.1211,0.165,0.2881
16.4583,0.2322,0.1859,0.1144,0.4395,0.0032,-0.1432,-0.0128,0.0891,0.093,1.3773,0.1211,0.2206,0.2881
16.6667,0.2895,0.0666,0.1144,0.4395,0.0617,-0.194,-0.0128,0.0891,0.093,0.0203,0.0645,0.2206,0.2881
16.875,0.2895,0.3052,0.2291,0.5508,0.1202,0.7045,0.0439,0.2577,0.2079,0.134,0.1777,0.2761,0.2881
17.0833,0.5185,0.3052,0.3439,0.6622,0.3543,-0.8984,0.1572,0.3702,0.3228,0.6657,0.3475,0.3317,0.3438
17.2917,0.5185,0.4245,0.5734,0.8292,0.5299,-1.095,0.2705,0.595,0.6101,1.5237,0.4041,0.554,0.5665
17.5,0.633,0.7228,0.6308,0.8292,0.5884,-0.2744,0.4405,0.7075,0.7825,0.0792,0.5738,0.6651,0.7336
17.7083,0.633,0.6631,0.6308,0.8292,0.5884,-0.0751,0.5538,0.8199,0.9548,-1.049,0.5172,0.7763,0.7892
17.9167,0.633,0.7228,0.6882,0.7735,0.6469,0.0729,0.5538,0.8199,0.8399,-0.7408,0.5172,0.7763,0.7336
18.125,0.633,0.7824,0.6882,0.6622,0.6469,1.4719,0.4971,0.8199,0.8399,0.4031,0.5172,0.8319,0.7336
18.3333,0.6903,0.7228,0.6882,0.7178,0.6469,-0.6112,0.3838,0.7637,0.725,0.3074,0.4607,0.6651,0.6222
18.5417,0.633,0.5438,0.6308,0.6065,0.5299,0.14,0.3272,0.6513,0.6675,-0.3916,0.0079,0.6651,0.5665
18.75,0.5758,0.4842,0.4586,0.4952,0.4128,1.4596,0.2138,0.4264,0.4952,0.0935,-0.2751,0.554,0.4552
18.9583,0.4612,0.4842,0.3439,0.4395,0.2373,-0.3589,0.0439,0.4264,0.3803,1.3954,-0.3883,0.4429,0.3995
19.1667,0.404,0.3648,0.2865,0.3838,0.1202,-2.5571,-0.0128,0.314,0.2653,-0.5486,-0.4449,0.1094,0.2324
19.375,0.404,0.3052,0.2865,0.3838,0.2373,-0.9781,-0.4094,0.2577,0.2079,-0.5489,-0.4449,0.0539,-0.213
19.5833,0.4612,0.3648,0.3439,0.3838,0.2958,0.3916,-0.4094,0.2577,0.2653,-0.3548,-0.5014,0.0539,-0.213
19.7917,0.4612,0.3052,0.3439,0.3282,0.2958,-0.03,-0.4661,0.2577,0.3228,0.1772,-0.558,-0.0017,-0.3244
20.0,0.5185,0.3052,0.3439,0.4395,0.3543,-0.1261,-0.4661,0.314,0.3803,0.1996,-0.558,-0.1128,-0.4358
20.2083,0.4612,0.2455,0.3439,0.4395,0.2958,-3.2311,-0.5794,0.2015,0.3803,0.197,-0.6146,-0.1128,-0.4358
20.4167,0.4612,0.3648,0.2865,0.4395,0.2958,-0.1109,-0.5794,0.2015,0.3228,-0.2693,-0.6712,-0.1128,-0.4358
20.625,0.5185,0.3052,0.2865,0.4952,0.2958,-0.2179,-0.5794,0.2015,0.3228,-0.3413,-0.6712,-0.1128,-0.4358
20.8333,0.4612,0.3052,0.3439,0.3838,0.2958,-0.5981,-0.4661,0.2577,0.3228,0.7033,-0.6712,-0.1684,-0.3801
21.0417,0.3467,0.3052,0.3439,0.2725,0.3543,0.6883,-0.0128,0.2577,0.3228,2.2007,-0.6712,-0.224,-0.4358
21.25,0.3467,0.3052,0.3439,0.2169,0.4128,-0.2067,-0.0695,0.2577,0.3228,-0.0063,-0.6712,-0.2796,-0.4914
21.4583,0.3467,0.3052,0.4013,0.2169,0.4128,-0.9153,-0.0128,0.314,0.3228,-0.0865,-0.6712,-0.224,-0.4914
21.6667,0.2322,0.3648,0.3439,-0.2841,0.3543,0.2787,-0.1261,0.314,0.3228,-0.0952,-0.6712,-0.224,-0.4914
21.875,0.2322,0.4245,0.4013,-0.3398,0.4128,0.5797,-0.0128,0.3702,0.5526,0.5795,-0.6712,-0.224,-0.4914
22.0833,0.175,0.4245,0.4586,-0.3955,0.4714,-1.4161,-0.0128,0.3702,0.6101,-0.2749,-0.6146,-0.224,-0.4914
22.2917,0.175,0.4842,0.4013,-0.2841,0.4714,1.6122,-0.1261,0.4826,0.6675,-0.6691,-0.558,-0.3351,-0.5471
22.5,0.1177,0.5438,0.3439,-0.1728,0.4128,0.3696,-0.1261,0.4826,0.6675,0.8961,-0.558,-0.2796,-0.4914
22.7083,0.1177,0.5438,0.3439,-0.0615,0.4128,0.0036,-0.0695,0.4264,0.6101,-0.7613,-0.558,-0.224,-0.4914
22.9167,0.0032,0.4245,0.4013,-0.1171,0.4714,-0.5519,-0.4094,0.4264,0.6675,-1.2557,-0.5014,-0.224,-0.4358
23.125,-0.1113,0.4245,0.4013,-0.1171,0.4714,-0.3616,-0.3528,0.4264,0.6675,-0.2452,-0.5014,-0.224,-0.3801
23.3333,-0.1686,0.4245,0.1718,-0.1171,0.2958,-1.4187,-0.1828,0.4264,0.725,0.9566,-0.4449,-0.224,-0.3801
23.5417,-0.2258,0.4245,0.1144,-0.2285,0.1202,-1.3747,-0.2394,0.2015,0.6101,-0.8654,-0.5014,-0.224,-0.3801
23.75,-0.2831,0.2455,0.057,-0.2285,0.0617,0.1241,-0.4094,0.1453,0.2653,-1.2374,-0.558,-0.2796,-0.4358
23.9583,-0.4549,-0.2914,-0.0577,-0.5068,-0.0554,0.7539,-0.4661,0.1453,0.2079,-1.6004,-0.558,-0.3351,-0.4914
24.1667,-0.5694,-0.4107,-0.1151,-0.6181,-0.1139,0.0688,-0.5227,0.0329,0.093,-0.2468,-0.558,-0.5018,-0.5471
24.375,-0.7411,-0.5897,-0.2299,-0.7295,-0.2309,-0.4342,-0.5227,-0.0233,0.093,0.3226,-0.6146,-0.5574,-0.7142
24.5833,-0.7984,-0.709,-0.402,-0.7295,-0.348,-0.1943,-0.5794,-0.3044,-0.0794,1.0325,-0.6712,-0.613,-0.7142
24.7917,-1.0274,-0.709,-0.6315,-0.8408,-0.6406,-0.1991,-0.6927,-0.4169,-0.4816,0.5941,-0.7278,-0.7797,-0.8255
25.0,-1.1992,-0.709,-0.7463,-0.9521,-0.7577,0.2797,-0.6927,-0.4731,-0.539,0.2909,-0.7844,-0.8908,-0.8255
25.2083,-1.0847,-0.7687,-0.8036,-1.0078,-0.8162,-0.9743,-0.6927,-0.5855,-0.539,0.25,-0.841,-0.9464,-0.8812
25.4167,-1.2565,-0.8283,-0.9184,-1.0635,-0.9332,-0.319,-0.806,-0.6979,-0.5965,0.4359,-0.8976,-1.0575,-1.0483
25.625,-1.1992,-0.9476,-0.9758,-1.0635,-0.9918,-2.1525,-0.8627,-0.7542,-0.7114,0.6305,-0.9542,-1.1131,-1.0483
25.8333,-1.2565,-1.0669,-1.0905,-1.1191,-1.0503,0.3634,-0.976,-0.8666,-0.8263,-1.4651,-1.0674,-1.1687,-1.1596
26.0417,-1.2565,-1.0669,-1.1479,-1.1191,-1.1088,0.8351,-1.0893,-1.0352,-0.8263,1.8629,-1.124,-1.2243,-1.271
26.25,-1.4282,-1.1863,-1.32,-1.1191,-1.3429,-1.6921,-1.146,-1.2039,-0.8838,-0.6825,-1.1806,-1.1687,-1.104
26.4583,-1.2565,-1.1863,-1.3774,-1.2305,-1.2844,-0.0806,-1.2593,-1.4288,-0.9987,0.7427,-1.2372,-1.3354,-1.1596
26.6667,-1.3137,-1.1266,-1.3774,-1.2305,-1.2844,0.1153,-1.2027,-1.485,-1.1136,0.5907,-1.1806,-1.2798,-1.271
26.875,-1.2565,-0.9476,-1.2053,-1.1191,-1.2259,2.9586,-1.2593,-1.0915,-0.9987,0.0296,-1.0674,-1.1131,-1.0483
27.0833,-1.1992,-0.8283,-0.9758,-1.1191,-1.0503,-0.1592,-0.976,-0.8666,-0.8838,-0.0061,-0.9542,-0.9464,-0.9926
27.2917,-1.1419,-0.888,-0.9184,-1.1191,-0.9918,-0.5835,-0.8627,-0.7542,-0.8263,-0.1214,-0.8976,-0.8353,-0.9369
27.5,-1.0847,-0.8283,-0.8036,-1.1191,-0.9332,-0.3538,-0.9194,-0.6979,-0.7114,0.9901,-0.841,-0.7241,-0.7699
27.7083,-1.1992,-0.7687,-0.8036,-1.0635,-0.8747,0.2846,-0.8627,-0.6979,-0.654,0.6359,-0.8976,-0.7241,-0.8255
27.9167,-1.1992,-0.7687,-0.8036,-1.0635,-0.8747,0.4202,-0.8627,-0.6979,-0.654,1.219,-0.841,-0.7797,-0.8255
28.125,-1.1992,-0.7687,-0.8036,-1.1748,-0.8162,-1.3265,-0.806,-0.6417,-0.654,-1.2134,-0.841,-0.7797,-0.8812
28.3333,-1.2565,-0.8283,-0.861,-1.2861,-0.9332,-0.6087,-0.8627,-0.7542,-0.7114,1.4084,-0.8976,-0.9464,-0.9926
28.5417,-1.4855,-1.1863,-1.0332,-1.5645,-1.1088,-0.6696,-1.0893,-0.8666,-0.8838,-1.3206,-1.0108,-1.002,-1.1596
28.75,-1.6,-1.1863,-1.2053,-1.6201,-1.2259,-1.4202,-1.0327,-1.0352,-1.0562,1.2646,-1.1806,-1.1687,-1.271
28.9583,-1.7145,-1.1863,-1.3774,-1.7315,-1.3429,-0.6668,-1.0893,-1.1477,-1.1136,-0.8665,-1.2938,-1.391,-1.438
29.1667,-1.829,-1.2459,-1.5495,-1.8985,-1.5185,-1.1843,-1.316,-1.3163,-1.1711,-1.2512,-1.4069,-1.5577,-1.5494
29.375,-1.8863,-1.3652,-1.6069,-1.8985,-1.6356,-0.4612,-1.486,-1.4288,-1.286,-1.5181,-1.5767,-1.6132,-1.6051
29.5833,-1.9435,-1.6039,-1.7217,-1.9541,-1.7526,-0.6825,-1.5426,-1.5412,-1.4009,-0.3549,-1.6333,-1.7244,-1.6608
29.7917,-2.0008,-1.6039,-1.7791,-2.0098,-1.8111,1.2533,-1.5993,-1.6536,-1.5158,-1.6537,-1.6899,-1.7244,-1.7165
30.0,-2.058,-1.7232,-1.8938,-2.0098,-1.9282,0.278,-1.7126,-1.7098,-1.6882,-1.3291,-1.8031,-1.8355,-1.7721
30.2083,-2.058,-1.7828,-1.8938,-2.0098,-1.9282,0.6683,-1.7126,-1.8223,-1.7456,-1.0748,-1.8031,-1.9467,-1.8835
30.4167,-2.1153,-1.8425,-2.0086,-2.0655,-1.9867,-0.8776,-1.8259,-1.8223,-1.8031,0.9558,-1.8597,-1.9467,-1.8835
30.625,-2.1153,-1.8425,-2.0659,-2.0655,-2.0452,0.6958,-1.8826,-2.0471,-1.8605,-1.9237,-1.9163,-2.0578,-1.9949
30.8333,-2.1726,-1.8425,-2.1233,-2.1768,-2.1038,0.4157,-1.8826,-2.0471,-1.9755,1.8758,-1.9163,-2.0578,-1.9949
31.0417,-2.2298,-1.9618,-2.1233,-2.1768,-2.1038,0.8198,-1.9392,-2.1034,-2.0329,0.1605,-1.9163,-2.0578,-2.0506
31.25,-2.2298,-1.9618,-2.1807,-2.1768,-2.1623,-0.829,-1.9959,-2.1034,-2.0904,0.7651,-2.0295,-2.1134,-2.0506
31.4583,-2.2298,-1.9618,-2.2381,-2.1768,-2.2208,0.6111,-1.9959,-2.2158,-2.1478,-0.6592,-2.0295,-2.169,-2.0506
31.6667,-2.2298,-1.9618,-2.1807,-2.2881,-2.2208,1.3166,-1.9959,-2.1034,-2.1478,-0.144,-2.0295,-2.1134,-2.0506
31.875,-2.1726,-1.8425,-2.0086,-2.1211,-2.0452,0.7506,-1.9959,-1.9347,-1.9755,-0.7043,-1.9163,-2.0022,-1.8835
32.0833,-2.058,-1.8425,-1.8938,-2.0098,-1.9867,-0.1264,-1.8826,-1.7661,-1.8605,0.3426,-1.8597,-1.8355,-1.7721
32.2917,-1.9435,-1.7828,-1.7791,-1.8428,-1.8111,0.6801,-1.7693,-1.6536,-1.7456,1.1759,-1.8031,-1.7244,-1.6608
32.5,-1.7718,-1.7828,-1.6643,-1.6758,-1.6941,0.6402,-1.7126,-1.5974,-1.6307,-1.005,-1.7465,-1.6688,-1.6051
32.7083,-1.7145,-1.6635,-1.5495,-1.5645,-1.577,-0.1304,-1.5993,-1.4288,-1.5158,1.375,-1.6333,-1.5577,-1.4937
32.9167,-1.6,-1.6635,-1.4348,-1.4531,-1.5185,-0.6696,-1.5993,-1.4288,-1.4583,-0.2487,-1.6333,-1.4465,-1.3824
33.125,-1.6,-1.6635,-1.3774,-1.4531,-1.46,0.6862,-1.5426,-1.3725,-1.4009,-0.0136,-1.5767,-1.391,-1.3267
33.3333,-1.5427,-1.6635,-1.4348,-1.5088,-1.5185,-1.3464,-1.5426,-1.4288,-1.4583,-0.8177,-1.5767,-1.391,-1.3267
33.5417,-1.6,-1.7232,-1.4922,-1.6201,-1.5185,-1.3797,-1.5426,-1.5974,-1.5733,-0.3757,-1.5767,-1.5577,-1.3824
33.75,-1.7145,-1.7232,-1.6069,-1.6758,-1.6356,-0.4267,-1.6559,-1.6536,-1.6307,0.5232,-1.6899,-1.7244,-1.4937
33.9583,-1.7718,-1.7232,-1.6643,-1.7315,-1.6941,-0.3486,-1.7693,-1.7098,-1.6882,-1.7554,-1.6899,-1.78,-1.6051
34.1667,-1.7718,-1.7828,-1.7217,-1.7315,-1.6941,0.4491,-1.7693,-1.7661,-1.7456,-0.1926,-1.7465,-1.8355,-1.7165
34.375,-1.829,-1.6635,-1.7217,-1.8428,-1.7526,1.8687,-1.6559,-1.8223,-1.8031,-0.1454,-1.8031,-1.9467,-1.8835
34.5833,-1.829,-1.7232,-1.7791,-1.8985,-1.8111,-0.0624,-1.8826,-1.9347,-1.8605,-0.5187,-1.8031,-2.0022,-1.8278
34.7917,-1.829,-1.7232,-1.8364,-1.8985,-1.8111,-0.2826,-1.9959,-2.0471,-1.8605,-0.1029,-1.8597,-2.0578,-1.8835
35.0,-1.829,-1.7828,-1.8938,-1.9541,-1.9282,0.5412,-1.9392,-2.1034,-1.9755,0.1424,-1.8597,-2.0578,-1.7721
35.2083,-1.829,-1.9618,-1.8364,-1.8985,-1.8697,-1.5693,-1.9959,-1.8785,-1.918,1.3401,-1.8031,-2.0578,-1.7721
35.4167,-1.8863,-2.0811,-1.8364,-1.9541,-1.9282,-0.4478,-1.9959,-1.8223,-1.9755,-0.5103,-1.8597,-2.1134,-1.8835
35.625,-1.8863,-2.2004,-1.8364,-1.9541,-1.8697,-0.3567,-2.0526,-1.8785,-2.1478,0.9379,-1.8031,-2.1134,-1.9392
35.8333,-1.829,-2.2004,-1.7791,-1.9541,-1.8111,0.0877,-2.1092,-1.8785,-2.2627,-1.8952,-1.8031,-2.0578,-1.8278
36.0417,-1.8863,-2.2004,-1.8364,-2.0098,-1.9282,0.1798,-1.9959,-1.8785,-2.0904,-0.0337,-1.7465,-2.1134,-1.9392
36.25,-2.058,-2.0811,-1.8938,-2.0098,-1.9282,1.719,-2.0526,-1.8785,-2.0904,-1.0402,-1.6899,-2.1134,-1.9949
36.4583,-2.058,-2.2004,-1.9512,-2.0655,-1.9282,-0.1883,-1.9959,-2.2158,-2.3202,-0.3239,-1.7465,-2.1134,-1.9392
36.6667,-2.0008,-2.0215,-1.9512,-2.0098,-1.9867,-0.931,-2.0526,-2.1596,-2.1478,-0.9,-1.7465,-2.0578,-1.9392
36.875,-1.829,-1.6635,-1.7217,-1.7871,-1.7526,-0.3933,-1.9392,-1.6536,-1.7456,-1.2227,-1.5767,-1.8911,-1.7165
37.0833,-1.6573,-1.4249,-1.4922,-1.6201,-1.577,2.0565,-1.5426,-1.4288,-1.5158,-0.9576,-1.4635,-1.6132,-1.4937
37.2917,-1.5427,-1.3056,-1.32,-1.5088,-1.4014,-1.1283,-1.3726,-1.3163,-1.4009,-1.8885,-1.3504,-1.3354,-1.3267
37.5,-1.4282,-1.3056,-1.2627,-1.2861,-1.3429,0.6735,-1.3726,-1.2601,-1.3434,-0.4014,-1.4069,-1.3354,-1.2153
